photo_id,path,angle_label,width,height,file_size,split,extension
0__none__287954,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\287954.jpeg,0,256,192,6032,none,.jpeg
130__none__327262,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\327262.jpeg,130,256,144,3587,none,.jpeg
0__none__350377,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\350377.jpeg,0,192,256,5379,none,.jpeg
270__none__481000,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\481000.jpeg,270,256,192,4427,none,.jpeg
180__none__229286,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\229286.jpeg,180,256,192,7006,none,.jpeg
130__none__455038,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\455038.jpeg,130,256,192,3472,none,.jpeg
130__none__373769,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\373769.jpeg,130,256,192,7839,none,.jpeg
180__none__392512,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\392512.jpeg,180,256,144,3129,none,.jpeg
180__none__399965,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\399965.jpeg,180,256,192,6792,none,.jpeg
90__none__43702,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\43702.jpeg,90,256,144,2602,none,.jpeg
130__none__356956,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\356956.jpeg,130,256,144,5402,none,.jpeg
130__none__191890,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\191890.jpeg,130,256,144,4829,none,.jpeg
130__none__152322,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\152322.jpeg,130,256,162,6126,none,.jpeg
180__none__194820,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\194820.jpeg,180,256,192,6414,none,.jpeg
180__none__164566,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\164566.jpeg,180,256,144,3224,none,.jpeg
130__none__455864,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\455864.jpeg,130,256,192,6579,none,.jpeg
0__none__400440,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\400440.jpeg,0,256,192,9562,none,.jpeg
180__none__204060,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\204060.jpeg,180,256,192,8279,none,.jpeg
0__none__133755,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\133755.jpeg,0,256,144,3712,none,.jpeg
180__none__310091,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\310091.jpeg,180,256,192,4936,none,.jpeg
180__none__427582,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\427582.jpeg,180,256,144,3611,none,.jpeg
180__none__236805,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\236805.jpeg,180,256,144,4301,none,.jpeg
0__none__118238,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\118238.jpeg,0,256,144,3347,none,.jpeg
180__none__254744,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\254744.jpeg,180,256,144,3042,none,.jpeg
270__none__324726,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\324726.jpeg,270,256,192,4749,none,.jpeg
90__none__254237,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\254237.jpeg,90,256,192,4776,none,.jpeg
270__none__475376,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\475376.jpeg,270,256,192,5988,none,.jpeg
180__none__321974,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\321974.jpeg,180,256,192,6350,none,.jpeg
130__none__448808,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\448808.jpeg,130,256,144,4637,none,.jpeg
90__none__230106,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\230106.jpeg,90,256,144,3138,none,.jpeg
130__none__418717,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\418717.jpeg,130,256,144,4947,none,.jpeg
90__none__118201,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\118201.jpeg,90,256,144,4580,none,.jpeg
130__none__369707,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\369707.jpeg,130,256,192,4097,none,.jpeg
180__none__271494,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\271494.jpeg,180,256,144,2680,none,.jpeg
130__none__366978,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\366978.jpeg,130,256,192,5813,none,.jpeg
0__none__123607,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\123607.jpeg,0,256,144,3974,none,.jpeg
90__none__99539,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\99539.jpeg,90,256,192,4949,none,.jpeg
130__none__230401,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\230401.jpeg,130,256,144,3565,none,.jpeg
0__none__297403,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\297403.jpeg,0,256,144,3158,none,.jpeg
270__none__322516,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\322516.jpeg,270,256,192,5554,none,.jpeg
90__none__12509,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\12509.jpeg,90,256,144,5814,none,.jpeg
90__none__145087,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\145087.jpeg,90,256,144,4669,none,.jpeg
270__none__192967,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\192967.jpeg,270,256,144,4357,none,.jpeg
180__none__224409,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\224409.jpeg,180,256,144,3539,none,.jpeg
270__none__303808,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\303808.jpeg,270,256,144,4012,none,.jpeg
130__none__350293,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\350293.jpeg,130,256,170,4760,none,.jpeg
0__none__375480,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\375480.jpeg,0,256,192,4701,none,.jpeg
90__none__236792,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\236792.jpeg,90,256,144,3198,none,.jpeg
0__none__481178,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\481178.jpeg,0,256,192,7205,none,.jpeg
180__none__396502,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\396502.jpeg,180,256,144,4350,none,.jpeg
90__none__93254,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\93254.jpeg,90,256,144,4699,none,.jpeg
0__none__447068,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\447068.jpeg,0,256,192,5706,none,.jpeg
0__none__178852,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\178852.jpeg,0,256,144,3710,none,.jpeg
0__none__396883,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\396883.jpeg,0,256,192,8417,none,.jpeg
270__none__451367,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\451367.jpeg,270,256,192,5253,none,.jpeg
180__none__298697,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\298697.jpeg,180,256,192,8274,none,.jpeg
130__none__445022,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\445022.jpeg,130,256,170,5928,none,.jpeg
0__none__423443,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\423443.jpeg,0,256,192,7587,none,.jpeg
90__none__65017,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\65017.jpeg,90,256,144,4279,none,.jpeg
0__none__400761,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\400761.jpeg,0,256,192,8447,none,.jpeg
130__none__149106,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\149106.jpeg,130,256,144,3606,none,.jpeg
180__none__373387,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\373387.jpeg,180,256,144,3611,none,.jpeg
130__none__354309,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\354309.jpeg,130,256,144,3680,none,.jpeg
0__none__305133,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\305133.jpeg,0,256,144,3440,none,.jpeg
90__none__166654,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\166654.jpeg,90,256,144,4162,none,.jpeg
130__none__432011,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\432011.jpeg,130,256,192,4409,none,.jpeg
270__none__251814,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\251814.jpeg,270,256,144,5212,none,.jpeg
270__none__222501,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\222501.jpeg,270,256,144,4890,none,.jpeg
270__none__264586,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\264586.jpeg,270,256,144,4777,none,.jpeg
130__none__270283,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\270283.jpeg,130,256,144,4344,none,.jpeg
0__none__287193,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\287193.jpeg,0,256,144,4396,none,.jpeg
270__none__191601,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\191601.jpeg,270,256,144,3832,none,.jpeg
130__none__355619,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\355619.jpeg,130,256,144,4712,none,.jpeg
270__none__416800,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\416800.jpeg,270,256,144,3102,none,.jpeg
180__none__466627,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\466627.jpeg,180,256,170,5833,none,.jpeg
130__none__80306,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\80306.jpeg,130,256,144,4208,none,.jpeg
90__none__143422,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\143422.jpeg,90,256,144,3991,none,.jpeg
0__none__499512,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\499512.jpeg,0,256,144,2414,none,.jpeg
270__none__410224,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\410224.jpeg,270,256,144,3963,none,.jpeg
0__none__465846,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\465846.jpeg,0,256,192,3304,none,.jpeg
130__none__304638,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\304638.jpeg,130,256,144,4497,none,.jpeg
0__none__127962,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\127962.jpeg,0,256,192,7783,none,.jpeg
180__none__145372,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\145372.jpeg,180,256,192,4631,none,.jpeg
130__none__444328,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\444328.jpeg,130,256,192,4227,none,.jpeg
180__none__281063,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\281063.jpeg,180,256,144,3086,none,.jpeg
180__none__423954,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\423954.jpeg,180,256,144,4211,none,.jpeg
0__none__282382,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\282382.jpeg,0,256,192,8063,none,.jpeg
90__none__232195,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\232195.jpeg,90,256,192,5688,none,.jpeg
90__none__88634,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\88634.jpeg,90,256,192,4464,none,.jpeg
180__none__192433,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\192433.jpeg,180,256,192,4063,none,.jpeg
90__none__196341,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\196341.jpeg,90,256,192,6253,none,.jpeg
90__none__18704,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\18704.jpeg,90,256,144,4108,none,.jpeg
180__none__155397,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\155397.jpeg,180,256,192,4700,none,.jpeg
270__none__185452,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\185452.jpeg,270,256,144,3391,none,.jpeg
130__none__146290,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\146290.jpeg,130,256,192,4396,none,.jpeg
180__none__127726,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\127726.jpeg,180,256,144,5289,none,.jpeg
90__none__133276,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\133276.jpeg,90,256,170,4326,none,.jpeg
270__none__464143,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\464143.jpeg,270,256,192,5415,none,.jpeg
180__none__237611,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\237611.jpeg,180,256,192,6689,none,.jpeg
180__none__76533,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\76533.jpeg,180,256,144,4139,none,.jpeg
0__none__222431,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\222431.jpeg,0,256,144,3388,none,.jpeg
180__none__354355,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\354355.jpeg,180,256,144,2720,none,.jpeg
90__none__8345,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\8345.jpeg,90,256,144,5031,none,.jpeg
180__none__76036,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\76036.jpeg,180,256,144,3380,none,.jpeg
90__none__51072,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\51072.jpeg,90,256,144,4745,none,.jpeg
180__none__355052,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\355052.jpeg,180,256,144,2693,none,.jpeg
180__none__476720,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\476720.jpeg,180,256,192,4618,none,.jpeg
180__none__89828,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\89828.jpeg,180,256,144,4192,none,.jpeg
130__none__498900,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\498900.jpeg,130,256,192,4668,none,.jpeg
270__none__303846,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\303846.jpeg,270,256,192,4728,none,.jpeg
0__none__199685,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\199685.jpeg,0,256,144,3953,none,.jpeg
0__none__206651,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\206651.jpeg,0,256,192,4196,none,.jpeg
180__none__441799,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\441799.jpeg,180,256,144,2995,none,.jpeg
130__none__202638,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\202638.jpeg,130,256,144,4474,none,.jpeg
0__none__407234,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\407234.jpeg,0,256,144,3983,none,.jpeg
0__none__325723,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\325723.jpeg,0,256,192,7604,none,.jpeg
180__none__398011,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\398011.jpeg,180,256,192,8493,none,.jpeg
270__none__314772,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\314772.jpeg,270,256,192,4658,none,.jpeg
0__none__267640,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\267640.jpeg,0,256,144,4538,none,.jpeg
270__none__369679,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\369679.jpeg,270,256,192,3875,none,.jpeg
130__none__297965,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\297965.jpeg,130,256,144,4210,none,.jpeg
90__none__88648,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\88648.jpeg,90,256,144,4419,none,.jpeg
180__none__411304,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\411304.jpeg,180,256,192,2697,none,.jpeg
0__none__149370,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\149370.jpeg,0,256,192,7253,none,.jpeg
130__none__455282,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\455282.jpeg,130,256,192,4404,none,.jpeg
270__none__363820,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\363820.jpeg,270,256,144,4624,none,.jpeg
130__none__376766,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\376766.jpeg,130,256,144,3674,none,.jpeg
180__none__478184,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\478184.jpeg,180,256,191,6455,none,.jpeg
130__none__241580,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\241580.jpeg,130,256,144,5415,none,.jpeg
130__none__468043,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\468043.jpeg,130,256,144,3973,none,.jpeg
180__none__454480,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\454480.jpeg,180,256,192,5722,none,.jpeg
180__none__489128,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\489128.jpeg,180,256,192,6386,none,.jpeg
0__none__190155,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\190155.jpeg,0,256,203,4534,none,.jpeg
180__none__490200,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\490200.jpeg,180,256,192,5436,none,.jpeg
0__none__420747,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\420747.jpeg,0,256,191,5876,none,.jpeg
180__none__231657,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\231657.jpeg,180,256,144,3353,none,.jpeg
90__none__173797,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\173797.jpeg,90,256,144,3625,none,.jpeg
90__none__186294,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\186294.jpeg,90,256,144,3515,none,.jpeg
180__none__66791,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\66791.jpeg,180,256,192,7228,none,.jpeg
90__none__44406,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\44406.jpeg,90,256,144,5715,none,.jpeg
130__none__123507,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\123507.jpeg,130,256,144,4755,none,.jpeg
90__none__302385,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\302385.jpeg,90,256,144,4107,none,.jpeg
0__none__376368,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\376368.jpeg,0,256,192,5561,none,.jpeg
90__none__290350,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\290350.jpeg,90,256,192,4748,none,.jpeg
180__none__61239,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\61239.jpeg,180,256,192,4951,none,.jpeg
130__none__147832,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\147832.jpeg,130,256,144,4332,none,.jpeg
130__none__186969,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\186969.jpeg,130,256,192,3986,none,.jpeg
130__none__199589,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\199589.jpeg,130,256,144,3535,none,.jpeg
90__none__82247,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\82247.jpeg,90,256,192,4595,none,.jpeg
180__none__384099,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\384099.jpeg,180,256,192,3249,none,.jpeg
0__none__440848,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\440848.jpeg,0,256,170,7760,none,.jpeg
90__none__207996,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\207996.jpeg,90,256,192,6214,none,.jpeg
0__none__387081,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\387081.jpeg,0,192,256,5214,none,.jpeg
180__none__163948,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\163948.jpeg,180,256,192,7492,none,.jpeg
180__none__370706,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\370706.jpeg,180,256,192,3686,none,.jpeg
270__none__352969,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\352969.jpeg,270,256,192,4194,none,.jpeg
180__none__157407,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\157407.jpeg,180,256,192,8279,none,.jpeg
0__none__220468,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\220468.jpeg,0,256,144,4485,none,.jpeg
0__none__307214,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\307214.jpeg,0,256,144,3937,none,.jpeg
270__none__462545,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\462545.jpeg,270,256,192,4623,none,.jpeg
90__none__153105,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\153105.jpeg,90,256,144,5032,none,.jpeg
0__none__210467,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\210467.jpeg,0,256,192,4960,none,.jpeg
180__none__337721,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\337721.jpeg,180,256,144,3929,none,.jpeg
90__none__146953,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\146953.jpeg,90,256,144,4317,none,.jpeg
90__none__114175,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\90\114175.jpeg,90,256,192,4623,none,.jpeg
180__none__373620,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\180\373620.jpeg,180,256,192,3688,none,.jpeg
270__none__228497,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\228497.jpeg,270,256,192,4670,none,.jpeg
130__none__442428,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\442428.jpeg,130,256,170,5005,none,.jpeg
0__none__167465,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\167465.jpeg,0,256,144,4080,none,.jpeg
270__none__469783,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\469783.jpeg,270,256,192,4496,none,.jpeg
130__none__474480,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\130\474480.jpeg,130,256,192,4367,none,.jpeg
0__none__450151,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\450151.jpeg,0,256,144,3256,none,.jpeg
0__none__98760,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\0\98760.jpeg,0,256,144,4974,none,.jpeg
270__none__237069,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\car_angle_dataset\270\237069.jpeg,270,256,137,5183,none,.jpeg
