photo_id,local_path,evaluation_category
flowers__8686332852_c6dcb2e86b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8686332852_c6dcb2e86b.jpg,flowers
flowers__8687675254_c93f50d8b0_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8687675254_c93f50d8b0_m.jpg,flowers
flowers__8688502760_1c8d6de921_m,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8688502760_1c8d6de921_m.jpg,flowers
flowers__8689672277_b289909f97_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8689672277_b289909f97_n.jpg,flowers
flowers__8690789564_394eb04982_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8690789564_394eb04982_n.jpg,flowers
flowers__8690791226_b1f015259f_n,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\flowers\8690791226_b1f015259f_n.jpg,flowers
mountains__gsun_23d01276986f01ba03ea9f70ecd8a6b3,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_23d01276986f01ba03ea9f70ecd8a6b3.jpg,mountains
mountains__gsun_23de69bc22a8dc92c4b4ef8cbead815f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_23de69bc22a8dc92c4b4ef8cbead815f.jpg,mountains
mountains__gsun_24ac633f6a42cb00beef3605aad97cea,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_24ac633f6a42cb00beef3605aad97cea.jpg,mountains
mountains__gsun_25da3592676557682c63a5af517408e7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_25da3592676557682c63a5af517408e7.jpg,mountains
mountains__gsun_25f4a043a0e22c04bcdde4d3d8e8a91b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_25f4a043a0e22c04bcdde4d3d8e8a91b.jpg,mountains
mountains__gsun_26a5595a90a51b4a067dc96651000c31,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_26a5595a90a51b4a067dc96651000c31.jpg,mountains
mountains__gsun_3a3b01b43c7a0a69f876d7401bb50fc4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a3b01b43c7a0a69f876d7401bb50fc4.jpg,mountains
mountains__gsun_3a3b8ef9a7e434fe2d840a7be2cf0e81,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a3b8ef9a7e434fe2d840a7be2cf0e81.jpg,mountains
mountains__gsun_3a3bb039d9e69fccef163127d04c8952,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a3bb039d9e69fccef163127d04c8952.jpg,mountains
mountains__gsun_3a3d7114d2d335ab75a039e44f32ca5a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a3d7114d2d335ab75a039e44f32ca5a.jpg,mountains
mountains__gsun_3a3f65899e908b6e5c024f8bb8c99a96,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a3f65899e908b6e5c024f8bb8c99a96.jpg,mountains
mountains__gsun_3a4501ec38cb7504f2183386b353e28b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a4501ec38cb7504f2183386b353e28b.jpg,mountains
mountains__gsun_3a510a14629c32e4655de68245213515,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a510a14629c32e4655de68245213515.jpg,mountains
mountains__gsun_3a57e5496f31e417d488710cbd994dfd,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a57e5496f31e417d488710cbd994dfd.jpg,mountains
mountains__gsun_3a598bee4e420845ea389ab0b48deca5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a598bee4e420845ea389ab0b48deca5.jpg,mountains
mountains__gsun_3a5f9e4277b180cd8bbc8ba09188bb6b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a5f9e4277b180cd8bbc8ba09188bb6b.jpg,mountains
mountains__gsun_3a6e7fa5c91821c9fb49510c3cd6143e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3a6e7fa5c91821c9fb49510c3cd6143e.jpg,mountains
mountains__gsun_3aad6fea7a8acff94e3f5c92729ebc0f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3aad6fea7a8acff94e3f5c92729ebc0f.jpg,mountains
mountains__gsun_3abe65de6ba6439e75a69460b14b90f3,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3abe65de6ba6439e75a69460b14b90f3.jpg,mountains
mountains__gsun_3acaec9145af0faab7e1892d89486051,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3acaec9145af0faab7e1892d89486051.jpg,mountains
mountains__gsun_3b3338a4ad88fa758f489c3da42b54ed,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b3338a4ad88fa758f489c3da42b54ed.jpg,mountains
mountains__gsun_3b43d64615cacb894b30ac0de8a9822d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b43d64615cacb894b30ac0de8a9822d.jpg,mountains
mountains__gsun_3b451d6736117dc405330ca914f96425,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b451d6736117dc405330ca914f96425.jpg,mountains
mountains__gsun_3b4a1785b4676366e1bbbfee14b1684e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b4a1785b4676366e1bbbfee14b1684e.jpg,mountains
mountains__gsun_3b51be9f694b2b1b2237879cc674287b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b51be9f694b2b1b2237879cc674287b.jpg,mountains
mountains__gsun_3b526bf87f03aa923e7ac42b94b58fb5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b526bf87f03aa923e7ac42b94b58fb5.jpg,mountains
mountains__gsun_3b58bb95ecdb6b723cbd6a5044b7d104,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b58bb95ecdb6b723cbd6a5044b7d104.jpg,mountains
mountains__gsun_3b591fda062bcafb8a7ca6141b1a9be4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b591fda062bcafb8a7ca6141b1a9be4.jpg,mountains
mountains__gsun_3b5bf942989e6b9867711e686e243f3f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b5bf942989e6b9867711e686e243f3f.jpg,mountains
mountains__gsun_3b61b70fff4857d52586f5bb84cc0fd7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b61b70fff4857d52586f5bb84cc0fd7.jpg,mountains
mountains__gsun_3b64d1c54bc5063c4d79eb106fc1108c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b64d1c54bc5063c4d79eb106fc1108c.jpg,mountains
mountains__gsun_3b6f6568bf669fd80e94dd11a67f48dd,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b6f6568bf669fd80e94dd11a67f48dd.jpg,mountains
mountains__gsun_3b78c96f0c6526a92f1aebce4c3da570,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b78c96f0c6526a92f1aebce4c3da570.jpg,mountains
mountains__gsun_3b8ae298d094bd66984ca08f34c652d3,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b8ae298d094bd66984ca08f34c652d3.jpg,mountains
mountains__gsun_3b8e75823a0f40448b21a614c8f6490f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b8e75823a0f40448b21a614c8f6490f.jpg,mountains
mountains__gsun_3b951ec62c609eab0b73106bd9e4da06,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3b951ec62c609eab0b73106bd9e4da06.jpg,mountains
mountains__gsun_3ba18777fa2f3edb67c788be6a1b585d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3ba18777fa2f3edb67c788be6a1b585d.jpg,mountains
mountains__gsun_3bada974e5edf7cab518a25e76190b42,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3bada974e5edf7cab518a25e76190b42.jpg,mountains
mountains__gsun_3bae92fe3dd49b9568bbb57736d18523,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3bae92fe3dd49b9568bbb57736d18523.jpg,mountains
mountains__gsun_3baf8a54f3367a567ef6033e1341fc7f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3baf8a54f3367a567ef6033e1341fc7f.jpg,mountains
mountains__gsun_3bb0874405524fc2236f06ea6c36e1c8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3bb0874405524fc2236f06ea6c36e1c8.jpg,mountains
mountains__gsun_3bb546103b8a795041ed701580d0ed38,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3bb546103b8a795041ed701580d0ed38.jpg,mountains
mountains__gsun_3bc08d7c79d840811fab035004c2be3a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3bc08d7c79d840811fab035004c2be3a.jpg,mountains
mountains__gsun_3c180e2607e1bb025cdc16a628561c23,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c180e2607e1bb025cdc16a628561c23.jpg,mountains
mountains__gsun_3c2890e7e5be6ff7fb770d53931e6252,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c2890e7e5be6ff7fb770d53931e6252.jpg,mountains
mountains__gsun_3c6c9f6e1ef79d0166dad32ab644ba1b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c6c9f6e1ef79d0166dad32ab644ba1b.jpg,mountains
mountains__gsun_3c6f3a538d55d24028a5cd6c84b87bcc,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c6f3a538d55d24028a5cd6c84b87bcc.jpg,mountains
mountains__gsun_3c7600520d0f13c4d6a4c155f279799f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c7600520d0f13c4d6a4c155f279799f.jpg,mountains
mountains__gsun_3c78b2ba831798405eb8cce5cf5ad922,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c78b2ba831798405eb8cce5cf5ad922.jpg,mountains
mountains__gsun_3c7c2e1ffa9b692df0f6c285e4be6ea1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c7c2e1ffa9b692df0f6c285e4be6ea1.jpg,mountains
mountains__gsun_3c7c4b36feaaa30b4ab18c581952af05,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c7c4b36feaaa30b4ab18c581952af05.jpg,mountains
mountains__gsun_3c86311aee8fd80f6200326db83776d9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c86311aee8fd80f6200326db83776d9.jpg,mountains
mountains__gsun_3c8c90c66d6272d82cec01619cec6216,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c8c90c66d6272d82cec01619cec6216.jpg,mountains
mountains__gsun_3c98451b6db6b77feb43d1b4b5556602,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c98451b6db6b77feb43d1b4b5556602.jpg,mountains
mountains__gsun_3c9a1246fe7899541935692987a778a7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3c9a1246fe7899541935692987a778a7.jpg,mountains
mountains__gsun_3ce1229fd816dd562f9ba333cc09abf1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3ce1229fd816dd562f9ba333cc09abf1.jpg,mountains
mountains__gsun_3cf5fbbc51b764d8307317bdfb95f06b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3cf5fbbc51b764d8307317bdfb95f06b.jpg,mountains
mountains__gsun_3cf6455fa05ffa023f9d24a5a897adaa,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3cf6455fa05ffa023f9d24a5a897adaa.jpg,mountains
mountains__gsun_3d0d22d811a0daa7852d7cbc5eae8976,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3d0d22d811a0daa7852d7cbc5eae8976.jpg,mountains
mountains__gsun_3d2a0bb6667d53be7902a3634b31ca58,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\mountains\gsun_3d2a0bb6667d53be7902a3634b31ca58.jpg,mountains
shark__02c94ceb43,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\02c94ceb43.jpg,shark
shark__0373ac21ad,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\0373ac21ad.jpg,shark
shark__04fd6d7c9c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\04fd6d7c9c.jpg,shark
shark__09d576db9d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\09d576db9d.jpg,shark
shark__09fc01c0d9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\09fc01c0d9.jpg,shark
shark__0b37c5472f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\0b37c5472f.jpg,shark
shark__0d8b03c582,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\0d8b03c582.jpg,shark
shark__0efc78f9a2,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\0efc78f9a2.jpg,shark
shark__16af889d9d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\16af889d9d.jpg,shark
shark__1a5179549c,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\1a5179549c.jpg,shark
shark__1aff68d6b8,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\1aff68d6b8.jpg,shark
shark__1b4cdbcca4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\1b4cdbcca4.jpg,shark
shark__1c193dc91d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\1c193dc91d.jpg,shark
shark__1d7b3a3e30,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\1d7b3a3e30.jpg,shark
shark__1f37e846a9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\1f37e846a9.jpg,shark
shark__25c629ddd6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\25c629ddd6.jpg,shark
shark__263cf87dc7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\263cf87dc7.jpg,shark
shark__26d8db660b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\26d8db660b.jpg,shark
shark__27c805666d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\27c805666d.jpg,shark
shark__2b60bdb95d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\2b60bdb95d.jpg,shark
shark__2d099bdddf,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\2d099bdddf.jpg,shark
shark__2d892ed501,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\2d892ed501.jpg,shark
shark__2ec8bf6933,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\2ec8bf6933.jpg,shark
shark__2f9f1c6b5b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\2f9f1c6b5b.jpg,shark
shark__30b3cbf355,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\30b3cbf355.jpg,shark
shark__31c14ee54f,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\31c14ee54f.jpg,shark
shark__31c4086606,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\31c4086606.jpg,shark
shark__33f1f78558,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\33f1f78558.jpg,shark
shark__351d5ce5a9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\351d5ce5a9.jpg,shark
shark__379f82f7df,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\379f82f7df.jpg,shark
shark__3b09487f61,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\3b09487f61.jpg,shark
shark__3d71a2282a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\3d71a2282a.jpg,shark
shark__3eb0f9e9d7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\3eb0f9e9d7.jpg,shark
shark__40f50c6990,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\40f50c6990.jpg,shark
shark__41ffeeae88,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\41ffeeae88.jpg,shark
shark__42e0b4ff0a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\42e0b4ff0a.jpg,shark
shark__451b99d921,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\451b99d921.jpg,shark
shark__45e11254ff,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\45e11254ff.jpg,shark
shark__463fc865bd,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\463fc865bd.jpg,shark
shark__482cadb24e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\482cadb24e.jpg,shark
shark__49ea170877,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\49ea170877.jpg,shark
shark__4bb40a8ec7,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\4bb40a8ec7.jpg,shark
shark__4bbff77559,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\4bbff77559.jpg,shark
shark__4f223a8fa6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\4f223a8fa6.jpg,shark
shark__4faf5f9145,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\4faf5f9145.jpg,shark
shark__5a9a5bc5ad,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\5a9a5bc5ad.jpg,shark
shark__5b3c8cbcb9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\5b3c8cbcb9.jpg,shark
shark__65ca6f7484,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\65ca6f7484.jpg,shark
shark__69ddff92d4,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\69ddff92d4.jpg,shark
shark__6d52c38d91,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\6d52c38d91.jpg,shark
shark__6e86c42370,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\6e86c42370.jpg,shark
shark__7d65b05fd1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\7d65b05fd1.jpg,shark
shark__7eb99c36c6,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\7eb99c36c6.jpg,shark
shark__80fb16054a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\80fb16054a.jpg,shark
shark__8cbf194097,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\8cbf194097.jpg,shark
shark__90b9d5ee7d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\90b9d5ee7d.jpg,shark
shark__90e477eb48,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\90e477eb48.jpg,shark
shark__95b8f062ce,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\95b8f062ce.jpg,shark
shark__9a53b6d1dc,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\9a53b6d1dc.jpg,shark
shark__9a78375f5b,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\shark\9a78375f5b.jpg,shark
snake__04a37e0cde,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\04a37e0cde.jpg,snake
snake__05c353dc52,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\05c353dc52.jpg,snake
snake__0adeed6415,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\0adeed6415.jpg,snake
snake__0c6f39489a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\0c6f39489a.jpg,snake
snake__0dd9e55a78,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\0dd9e55a78.jpg,snake
snake__1088ac3e42,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\1088ac3e42.jpg,snake
snake__117fedcf77,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\117fedcf77.jpg,snake
snake__1361b2aa41,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\1361b2aa41.jpg,snake
snake__1407bc5b76,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\1407bc5b76.jpg,snake
snake__1c55460bfc,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\1c55460bfc.jpg,snake
snake__207bf76d96,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\207bf76d96.jpg,snake
snake__255c02e2c1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\255c02e2c1.jpg,snake
snake__276e7897fa,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\276e7897fa.jpg,snake
snake__27c00574e5,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\27c00574e5.jpg,snake
snake__29a9a8dd3e,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\29a9a8dd3e.jpg,snake
snake__2bfed11a46,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\2bfed11a46.jpg,snake
snake__2c3cbf2929,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\2c3cbf2929.jpg,snake
snake__2c5acd90f0,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\2c5acd90f0.jpg,snake
snake__2c76f7d316,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\2c76f7d316.jpg,snake
snake__2e263a2559,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\2e263a2559.jpg,snake
snake__30e92dc7a1,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\30e92dc7a1.jpg,snake
snake__3171e06ee3,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\3171e06ee3.jpg,snake
snake__32d6a90818,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\32d6a90818.jpg,snake
snake__358b751986,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\358b751986.jpg,snake
snake__36cc96437a,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\36cc96437a.jpg,snake
snake__38dcca56f9,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\38dcca56f9.jpg,snake
snake__3a00537173,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\3a00537173.jpg,snake
snake__3ab9ac5706,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\3ab9ac5706.jpg,snake
snake__3b6d6e861d,C:\Users\aryan\OneDrive\Desktop\project_new\semantic-photo-intelligence\controlled_dataset\snake\3b6d6e861d.jpg,snake
